,timestamp,tvl usd value,liqw,date
330,1688994000,4079179.954451786456408471127710769,1287794202086,2023-07-10 16:00:00
331,1688990400,4198528.353287566340117746730267531,1288892061232,2023-07-10 15:00:00
332,1688986800,4195921.039661742009656759948284948,1288978424941,2023-07-10 14:00:00
333,1688983200,4194886.38124612271828884385963651,1288974548568,2023-07-10 13:00:00
334,1688979600,4191566.864517222820573196062127823,1288974044316,2023-07-10 12:00:00
335,1688976000,4192005.008650730109107440855415975,2461402081583,2023-07-10 11:00:00
336,1688972400,4195182.930517863225837519335918581,2460170444233,2023-07-10 10:00:00
337,1688968800,4177318.374900274792515818377179373,2461710427710,2023-07-10 09:00:00
338,1688961600,4251059.743854313341466852079762603,1300868077272,2023-07-10 07:00:00
339,1688958000,4250746.518619388537829702679898749,1299431892043,2023-07-10 06:00:00
340,1688954400,4246520.395014848163972291372941798,1300971640595,2023-07-10 05:00:00
341,1688950800,4250480.393938747299372610235640536,1308760105938,2023-07-10 04:00:00
342,1688947200,4250160.863056061997538397758429574,1307220357376,2023-07-10 03:00:00
343,1688943600,4255997.134216109947645991287615844,1307991085968,2023-07-10 02:00:00
344,1688940000,4128865.434324995355482799622646676,1308171804300,2023-07-10 01:00:00
