,timestamp,tvl usd value,date
0,1690966800,27257756.78453,2023-08-02 12:00:00
1,1690963200,26945903.04182,2023-08-02 11:00:00
2,1690959600,26972338.301411,2023-08-02 10:00:00
3,1690956000,27030650.735729,2023-08-02 09:00:00
4,1690952400,27380286.65474299999999999999999999,2023-08-02 08:00:00
5,1690948800,27550346.044989,2023-08-02 07:00:00
6,1690945200,27607248.14466999999999999999999999,2023-08-02 06:00:00
7,1690941600,28103620.74243399999999999999999999,2023-08-02 05:00:00
8,1690938000,28190051.54432999999999999999999999,2023-08-02 04:00:00
9,1690934400,27904639.050192,2023-08-02 03:00:00
10,1690930800,27673206.35173700000000000000000001,2023-08-02 02:00:00
11,1690927200,26165357.173254,2023-08-02 01:00:00
12,1690923600,26018242.23902000000000000000000001,2023-08-02 00:00:00
13,1690920000,26295809.77762000000000000000000001,2023-08-01 23:00:00
14,1690916400,26318771.061536,2023-08-01 22:00:00
15,1690912800,26276199.793162,2023-08-01 21:00:00
16,1690909200,25244299.200177,2023-08-01 20:00:00
17,1690905600,25143304.734104,2023-08-01 19:00:00
18,1690902000,25049173.926547,2023-08-01 18:00:00
19,1690898400,25125207.94492899999999999999999999,2023-08-01 17:00:00
20,1690894800,25389603.98162,2023-08-01 16:00:00
21,1690891200,25369716.758619,2023-08-01 15:00:00
22,1690887600,25283422.623219,2023-08-01 14:00:00
23,1690884000,25339001.333593,2023-08-01 13:00:00
24,1690880400,25394133.450143,2023-08-01 12:00:00
25,1690876800,25725319.859056,2023-08-01 11:00:00
26,1690873200,25648390.89136699999999999999999999,2023-08-01 10:00:00
27,1690869600,25614532.17651500000000000000000001,2023-08-01 09:00:00
28,1690866000,25491802.03016799999999999999999999,2023-08-01 08:00:00
29,1690862400,25429557.908107,2023-08-01 07:00:00
30,1690858800,25420172.714756,2023-08-01 06:00:00
31,1690855200,25508603.93613300000000000000000001,2023-08-01 05:00:00
32,1690851600,26593959.68775099999999999999999999,2023-08-01 04:00:00
33,1690848000,27027893.671775,2023-08-01 03:00:00
34,1690844400,26706689.23686100000000000000000001,2023-08-01 02:00:00
35,1690840800,26643651.8927,2023-08-01 01:00:00
36,1690837200,26642771.84904999999999999999999999,2023-08-01 00:00:00
37,1690833600,26533230.279056,2023-07-31 23:00:00
38,1690830000,26601256.26134,2023-07-31 22:00:00
39,1690826400,26930280.76003699999999999999999999,2023-07-31 21:00:00
40,1690822800,27116288.731427,2023-07-31 20:00:00
41,1690819200,27042840.985281,2023-07-31 19:00:00
42,1690815600,27047491.199145,2023-07-31 18:00:00
43,1690812000,27382498.061326,2023-07-31 17:00:00
44,1690808400,27602298.089188,2023-07-31 16:00:00
45,1690804800,28250736.28947899999999999999999999,2023-07-31 15:00:00
46,1690801200,28026804.27611,2023-07-31 14:00:00
47,1690797600,28213518.72094699999999999999999999,2023-07-31 13:00:00
48,1690794000,28260212.22580700000000000000000001,2023-07-31 12:00:00
49,1690790400,28583047.132716,2023-07-31 11:00:00
50,1690786800,28328969.59034299999999999999999999,2023-07-31 10:00:00
51,1690783200,28184656.434225,2023-07-31 09:00:00
52,1690779600,28115410.379467,2023-07-31 08:00:00
53,1690776000,28136505.75477600000000000000000001,2023-07-31 07:00:00
54,1690772400,28368521.580803,2023-07-31 06:00:00
55,1690768800,28546466.04308299999999999999999999,2023-07-31 05:00:00
56,1690765200,28493044.56751400000000000000000001,2023-07-31 04:00:00
57,1690761600,28495453.961799,2023-07-31 03:00:00
58,1690758000,27430098.986914,2023-07-31 02:00:00
59,1690754400,27209113.872274,2023-07-31 01:00:00
60,1690750800,27493758.356542,2023-07-31 00:00:00
61,1690747200,27526577.447255,2023-07-30 23:00:00
62,1690743600,27779119.395166,2023-07-30 22:00:00
63,1690740000,28877672.00978800000000000000000001,2023-07-30 21:00:00
64,1690736400,28949993.090413,2023-07-30 20:00:00
65,1690732800,29000666.620942,2023-07-30 19:00:00
66,1690729200,29169123.824816,2023-07-30 18:00:00
67,1690725600,29488140.62726999999999999999999999,2023-07-30 17:00:00
68,1690722000,28981485.58048,2023-07-30 16:00:00
69,1690718400,29352176.675578,2023-07-30 15:00:00
70,1690714800,29275577.58759399999999999999999999,2023-07-30 14:00:00
71,1690711200,29118808.16725300000000000000000001,2023-07-30 13:00:00
72,1690707600,29227026.644647,2023-07-30 12:00:00
73,1690704000,29382158.43551799999999999999999999,2023-07-30 11:00:00
74,1690700400,29337141.968219,2023-07-30 10:00:00
75,1690696800,29443476.722779,2023-07-30 09:00:00
76,1690693200,29626891.83306,2023-07-30 08:00:00
77,1690689600,29322823.73577,2023-07-30 07:00:00
78,1690686000,29369691.139515,2023-07-30 06:00:00
79,1690682400,29340635.712524,2023-07-30 05:00:00
80,1690678800,29323073.57495999999999999999999999,2023-07-30 04:00:00
81,1690675200,29528875.349147,2023-07-30 03:00:00
82,1690671600,29606693.016643,2023-07-30 02:00:00
83,1690668000,29644233.84023900000000000000000001,2023-07-30 01:00:00
84,1690664400,29758024.40426,2023-07-30 00:00:00
85,1690660800,29845814.27489000000000000000000001,2023-07-29 23:00:00
86,1690657200,29402141.92675,2023-07-29 22:00:00
87,1690653600,29367261.913878,2023-07-29 21:00:00
88,1690650000,29493143.01326800000000000000000001,2023-07-29 20:00:00
89,1690646400,29266455.955435,2023-07-29 19:00:00
90,1690642800,29330496.522591,2023-07-29 18:00:00
91,1690639200,29284765.199305,2023-07-29 17:00:00
92,1690635600,29336367.74130500000000000000000001,2023-07-29 16:00:00
93,1690632000,29099643.44515000000000000000000001,2023-07-29 15:00:00
94,1690628400,29075475.121028,2023-07-29 14:00:00
95,1690624800,29068207.62164500000000000000000001,2023-07-29 13:00:00
96,1690621200,29170446.118177,2023-07-29 12:00:00
97,1690617600,28664841.278825,2023-07-29 11:00:00
98,1690614000,28654607.32693100000000000000000001,2023-07-29 10:00:00
99,1690610400,28657246.194741,2023-07-29 09:00:00
100,1690606800,28772648.43431599999999999999999999,2023-07-29 08:00:00
101,1690603200,28810136.889174,2023-07-29 07:00:00
102,1690599600,28592806.844698,2023-07-29 06:00:00
103,1690596000,28652596.25679000000000000000000001,2023-07-29 05:00:00
104,1690592400,28697099.526434,2023-07-29 04:00:00
105,1690588800,28634035.34516400000000000000000001,2023-07-29 03:00:00
106,1690585200,28226982.317497,2023-07-29 02:00:00
107,1690581600,28315620.54508099999999999999999999,2023-07-29 01:00:00
108,1690578000,28284066.69895500000000000000000001,2023-07-29 00:00:00
109,1690574400,28310986.462161,2023-07-28 23:00:00
110,1690570800,28241904.723972,2023-07-28 22:00:00
111,1690567200,28290970.277226,2023-07-28 21:00:00
