['N', 'date', 'time', 'timestamp', '1000', '50 000', '100 000', '200 000', '300 000', '400 000', '500 000', '600 000', '700 000', '800 000', '900 000', '1 000 000', '1 500 000', '2 000 000']
[0, '2023-07-28', '12:50:30', 1690548630.591295, 3.412585e-05, -0.13244382844791858, -0.09140574122615419, -0.20510306493686414, -0.3100040323568294, -0.4781323113571716, -0.6141802426728162]
[1, '2023-07-28', '13:11:02', 1690549862.935277, 3.412978e-05, -0.14397527760584694, -0.19542520005283848, -0.30928759217576385, -0.4066577243006151, -0.5004329555935385, -0.6257671695436073]
[2, '2023-07-28', '13:31:29', 1690551089.563258, 3.4115e-05, 0.010104211248489037, -0.0545758630951525, -0.17182852676536697, -0.2932135722184057, -0.45691095225559764, -0.4703396658304655]
[3, '2023-07-28', '13:51:04', 1690552264.823267, 3.414168e-05, -0.11282752796745399, -0.1728545133589705, -0.28756396393774253, -0.37164895073536286, -0.49348815365355847, -0.5940737674305439]
[4, '2023-07-28', '14:12:45', 1690553565.999306, 3.4073369999999996e-05, -0.11808593293551439, -0.22873482647472088, -0.3000043788234308, -0.2714396547781348, -0.3794945473323139, -0.485961382733322]
[5, '2023-07-28', '14:34:20', 1690554860.075294, 3.397618e-05, -0.06760889509151013, 0.057155026445158796, -0.013911238474307197, -0.303798410760038, -0.41629235219910754, -0.5216317233814891]
[6, '2023-07-28', '14:54:45', 1690556085.059266, 3.393832e-05, 0.043897450612092825, -0.06575654016931765, -0.17384150589221292, -0.3048666220301328, -0.4120882061254889, -0.5197889758545813]
[7, '2023-07-28', '15:11:57', 1690557117.827397, 3.390084e-05, -0.020009997150580716, -0.08353609292802844, -0.18582029150681478, -0.34031018365828913, -0.5049044877938371, -0.6112548543215723]
[8, '2023-07-28', '15:14:13', 1690557253.8713, 3.389643e-05, -0.14444654563121162, -0.1987478555209492, -0.3062779726967477, -0.33482435304354397, -0.3220820065080545, -0.549434283624592]
[9, '2023-07-28', '15:34:27', 1690558467.743312, 3.401862e-05, -0.5054476871499674, -0.5599447426405249, -0.6678624848558314, -0.6965117693200824, -0.6837234891177388, -0.9118953267231262]
[10, '2023-07-28', '15:54:09', 1690559649.147285, 3.400331e-05, -0.08677738538291635, -0.16372317233337697, -0.3051853977677723, -0.42699142570768345, -0.5368978567587419, -0.6478870051868881]
[11, '2023-07-28', '16:13:25', 1690560805.459263, 3.403864e-05, -0.11455103432845704, -0.19055126322652427, -0.33437634210235956, -0.4584912170905824, -0.641357352063153, -0.6926550578006072]
[12, '2023-07-28', '16:34:18', 1690562058.655313, 3.401195e-05, -0.12390867075265533, -0.21879062361257695, -0.3260982025309147, -0.4760313531290734, -0.5109639668041268, -0.6137010524850979]
[13, '2023-07-28', '16:54:14', 1690563254.275296, 3.4018470000000004e-05, -0.11485945145643939, -0.19405740343906075, -0.33709840944963787, -0.4952923400593363, -0.6047820767258401, -0.7137424332267415]
[14, '2023-07-28', '17:15:05', 1690564505.567316, 3.409003e-05, -0.325457380826748, -0.4048219307029228, -0.29353883583942775, -0.6710876253369236, -0.5577151187526681, -0.8913887522829782]
[15, '2023-07-28', '17:35:02', 1690565702.468277, 3.41715e-05, -0.3012751322256122, -0.379362402592335, -0.5332251784139572, -0.6618906805710623, -0.7797798415476507, -0.8876782384558624]
[16, '2023-07-28', '17:43:44', 1690566224.949446, 3.41947e-05, -0.08015614268616389, -0.16658351356346657, -0.34332552151465734, -0.44489031655146505, -0.5670174502900664, -0.6741275268918372]
[17, '2023-07-28', '17:54:15', 1690566855.895121, 3.418074e-05, -0.19616800693874836, -0.2685549148161357, -0.41003671768372385, -0.5381982275601302, -0.5259609250506116, -0.6330272739206038]
[18, '2023-07-28', '18:13:26', 1690568006.363294, 3.4158609999999996e-05, -0.13129693633017325, -0.20363697798197222, -0.3450271797812974, -0.4731057126884224, -0.583393212296798, -0.6958897385229363]
[19, '2023-07-28', '18:32:24', 1690569144.675298, 3.4118250000000005e-05, -0.10631883307931389, -0.16637425363380487, -0.2942222538132029, -0.44701479256197274, -0.561880526928519, -0.6748012100794654]
[20, '2023-07-28', '18:52:57', 1690570377.299304, 3.4096840000000005e-05, -0.14559111408586034, -0.2090969884807805, -0.32776469794748664, -0.43894235992462427, -0.49877559446331077, -0.6503173952117862]
[21, '2023-07-28', '19:13:48', 1690571628.363294, 3.408116e-05, -0.10565486761160514, -0.16295499626467347, -0.2733194949387894, -0.39275383875362024, -0.49507221066035356, -0.6040316697088599]
[22, '2023-07-28', '19:33:42', 1690572822.743292, 3.409812e-05, -0.15547100962540128, -0.21279965286487368, -0.3232190728473512, -0.43478396232843863, -0.5478427151891339, -0.6602430834232536]
[23, '2023-07-28', '19:52:53', 1690573973.48331, 3.410411e-05, -0.09901035200762465, -0.16920210770781807, -0.28715250322618147, -0.3944820614478317, -0.5083753014334462, -0.6165520737208539]
[24, '2023-07-28', '20:11:13', 1690575073.20326, 3.4099119999999995e-05, -0.09990874527660765, -0.16835886235369912, -0.2896621067471301, -0.39083868679823297, -0.5217401619531046, -0.6113417961850729]
[25, '2023-07-28', '20:16:44', 1690575404.559317, 3.409906e-05, -0.12126164136273587, -0.18178382954978645, -0.2912555996636854, -0.43192721431032055, -0.5420302452209285, -0.6498170276975088]
[26, '2023-07-28', '20:31:15', 1690576275.056197, 3.408273e-05, -0.07331368612280187, -0.13380689030464055, -0.243226234515717, -0.3838304816904241, -0.4938807843881534, -0.6016159479005125]
