['N', 'date', 'time', 'timestamp', '1000', '50 000', '200 000', '300 000', '400 000', '500 000']
[152, '2023-07-24', '07:01:12', '1690182072.207174', 0.0005344720856292977, 0.012475127288496424, -0.11265304407803, -0.23764535241502927, -0.3128659275949559, -0.31744072626158015]
[153, '2023-07-24', '07:16:55', '1690183015.444019', 0.000534842291977478, -0.40541226644474193, -0.44281180218132477, -0.30707575604857595, -0.39033297656199295, -0.38692640079653984]
[154, '2023-07-24', '08:03:42', '1690185822.139698', 0.0005330279101619394, -0.0648001702615062, -0.1020728330140912, -0.22129651630946512, -0.049772034877506144, -0.32134505755027476]
[155, '2023-07-24', '08:20:12', '1690186812.559278', 0.0005332931354949708, 0.07018483069721526, -0.09341916896626401, -0.2711648744922712, -0.303104431224412, -0.37126319813125974]
[156, '2023-07-24', '09:23:41', '1690190621.00791', 0.0005343457317274449, 1.4333914106421446, -0.07082089221945864, -0.21158940970541096, -0.31878323056905344, -0.372342078883932]
[157, '2023-07-24', '10:08:47', '1690193327.223297', 0.0005403809301875466, 0.3201252066568827, -1.2010765081806483, -0.2588456864525597, -1.4518394713574168, -1.5060032431510137]
[158, '2023-07-24', '10:27:05', '1690194425.183332', 0.0005403760766515327, -0.10330795320220432, -0.2156053155328408, -0.2579451922066198, -0.43497073641241, -0.4925312627098748]
[159, '2023-07-24', '11:11:20', '1690197080.095331', 0.0005394264722674021, 0.0726038685930348, -0.03949615327007905, -0.2612232512046546, -0.2584760826847514, -0.31593545770907383]
[160, '2023-07-24', '11:30:19', '1690198219.536592', 0.0005390082773796629, 0.046716254737589225, -0.12914820431065266, -0.18349489867144086, -0.35753040460203067, -0.4353814810171599]
[161, '2023-07-24', '12:14:00', '1690200840.628046', 0.0005402995594134373, -0.19273810048024131, -0.3690238714560934, -0.41950427309321014, -0.5979531984697246, -0.6759907798060425]
