['N', 'date', 'time', 'timestamp', '1000', '50 000', '200 000', '300 000', '400 000', '500 000']
[107, '2023-07-22', '19:47:43', '1690055263.711295', 0.0005300202635734308, -0.10700853047590897, -0.20836945020914754, -0.2163606477154758, -0.2592314398574871, -0.3078615549792829]
[108, '2023-07-22', '20:33:22', '1690058002.851254', 0.0005295571713362352, -0.019542481108686616, -0.12081483921832614, -0.1287990546113491, -0.2624452559033017, -0.31850091146718285]
[109, '2023-07-22', '20:50:10', '1690059010.303328', 0.0005295563569152373, -0.036481232734104196, -0.13444361000600225, -0.1650583136113397, -0.2622910594441805, -0.31834662879847997]
[110, '2023-07-22', '21:35:46', '1690061746.323743', 0.0005296710611772309, -0.05814957945943888, -0.15613317581791364, -0.1867545107042048, -0.2642093632913429, -0.3271488889398029]
[111, '2023-07-23', '03:03:56', '1690081436.287284', 0.0005338714703958675, 0.013169051708871393, -0.11515707187430735, -0.16759532887550677, -0.34983717551828875, -0.4309641897542349]
[112, '2023-07-23', '03:49:28', '1690084168.895358', 0.0005343559922875612, -0.0775752775199976, -0.20601786512048648, -0.2585037131335355, -0.308547431456887, -0.38190400120845425]
[113, '2023-07-23', '04:06:21', '1690085181.353131', 0.0005344524548800419, -0.04666062752804123, -0.1711994866471258, -0.3248495703879257, -0.3266552522221957, -0.400025064390789]
[114, '2023-07-23', '04:51:51', '1690087911.205829', 0.0005335806311793053, 0.11654013826169773, -0.00779556727833608, -0.1611950098565842, -0.36583340027456757, -0.44586099775204957]
[115, '2023-07-23', '05:09:02', '1690088942.945476', 0.000533311261729314, -0.24299141906027444, -0.34807176982462806, -0.4034498280256287, -0.3151653516964217, -0.39515254855091086]
[116, '2023-07-23', '05:54:11', '1690091651.168732', 0.0005326949814992492, -0.12715329928421681, -0.23211222200571058, -0.28742628680380733, -0.24292384831115044, -0.3260358227377509]
[117, '2023-07-23', '06:11:54', '1690092714.675303', 0.0005330360831103962, 0.0023836094617450954, -0.12793990457541327, -0.22471994065867307, -0.30711259425073933, -0.3902777879292074]
[118, '2023-07-23', '06:56:33', '1690095393.816247', 0.0005331269177643793, -0.014656979668657755, -0.14500270212975863, -0.2417992304944363, -0.2929210777208766, -0.3785089571734801]
[119, '2023-07-23', '07:14:46', '1690096486.703898', 0.0005332685229963107, -0.04978779847678538, -0.18406851449844908, -0.23117191354305078, -0.319560142223267, -0.4051707548958774]
