,timestamp,tvl usd value,date
0,1690207200,26395228.51405600000000000000000001,2023-07-24 17:00:00
1,1690203600,26515919.949852,2023-07-24 16:00:00
2,1690200000,26558602.271894,2023-07-24 15:00:00
3,1690196400,26416936.06240600000000000000000001,2023-07-24 14:00:00
4,1690192800,26560834.89995499999999999999999999,2023-07-24 13:00:00
5,1690189200,26150567.784627,2023-07-24 12:00:00
6,1690185600,27773104.362173,2023-07-24 11:00:00
7,1690182000,28119055.97489799999999999999999999,2023-07-24 10:00:00
8,1690178400,27793980.423503,2023-07-24 09:00:00
9,1690174800,27784379.95744700000000000000000001,2023-07-24 08:00:00
10,1690171200,27919567.09465900000000000000000001,2023-07-24 07:00:00
11,1690167600,27903675.152506,2023-07-24 06:00:00
12,1690164000,28261864.33713000000000000000000001,2023-07-24 05:00:00
13,1690160400,28491190.03062400000000000000000001,2023-07-24 04:00:00
14,1690156800,29047371.697014,2023-07-24 03:00:00
15,1690153200,29077464.841227,2023-07-24 02:00:00
16,1690149600,29014479.678114,2023-07-24 01:00:00
17,1690146000,28866614.866806,2023-07-24 00:00:00
18,1690142400,29612395.643634,2023-07-23 23:00:00
19,1690138800,29434680.64075500000000000000000001,2023-07-23 22:00:00
20,1690135200,30247012.554298,2023-07-23 21:00:00
21,1690131600,29798533.85756500000000000000000001,2023-07-23 20:00:00
22,1690128000,29203174.567985,2023-07-23 19:00:00
23,1690124400,28561539.582545,2023-07-23 18:00:00
24,1690120800,28612401.748853,2023-07-23 17:00:00
25,1690117200,28612565.131807,2023-07-23 16:00:00
26,1690113600,28676589.211043,2023-07-23 15:00:00
27,1690110000,28772253.27898400000000000000000001,2023-07-23 14:00:00
28,1690106400,28732122.91298699999999999999999999,2023-07-23 13:00:00
29,1690102800,28756467.09980400000000000000000001,2023-07-23 12:00:00
30,1690099200,28838399.67946799999999999999999999,2023-07-23 11:00:00
31,1690095600,28757670.73693999999999999999999999,2023-07-23 10:00:00
32,1690092000,28742628.06099199999999999999999999,2023-07-23 09:00:00
33,1690088400,28820524.270043,2023-07-23 08:00:00
34,1690084800,28741633.935346,2023-07-23 07:00:00
35,1690081200,28455882.47391300000000000000000001,2023-07-23 06:00:00
36,1690077600,28521780.91975999999999999999999999,2023-07-23 05:00:00
37,1690074000,28410012.999497,2023-07-23 04:00:00
38,1690070400,27696669.78311399999999999999999999,2023-07-23 03:00:00
39,1690066800,27900794.655631,2023-07-23 02:00:00
40,1690063200,29016925.817436,2023-07-23 01:00:00
41,1690059600,29194296.632746,2023-07-23 00:00:00
42,1690056000,29282754.73681900000000000000000001,2023-07-22 23:00:00
43,1690052400,29289217.65236900000000000000000001,2023-07-22 22:00:00
44,1690048800,29053275.018702,2023-07-22 21:00:00
45,1690045200,29242298.64653700000000000000000001,2023-07-22 20:00:00
46,1690041600,29419677.181589,2023-07-22 19:00:00
47,1690038000,29523223.195137,2023-07-22 18:00:00
48,1690034400,29380426.31912199999999999999999999,2023-07-22 17:00:00
49,1690030800,29250741.432743,2023-07-22 16:00:00
50,1690027200,29231755.42543600000000000000000001,2023-07-22 15:00:00
51,1690023600,29131580.23127399999999999999999999,2023-07-22 14:00:00
52,1690020000,29081035.436023,2023-07-22 13:00:00
53,1690016400,29349699.918845,2023-07-22 12:00:00
54,1690012800,29604065.976156,2023-07-22 11:00:00
55,1690009200,29536716.681999,2023-07-22 10:00:00
56,1690005600,29486460.080175,2023-07-22 09:00:00
