['N', 'date', 'time', 'timestamp', '1000', '50 000', '200 000', '300 000', '400 000', '500 000']
[138, '2023-07-23', '18:26:56', '1690136816.458762', 3.318054e-05, -0.0856300374445027, -0.17329547126165323, -0.3935862762599527, 0.033397807152113046, -0.0859617035100797]
[139, '2023-07-23', '18:44:32', '1690137872.54919', 3.313965e-05, -0.5003923104875838, -0.5630743490673353, -0.2698663566071531, -0.47180164529801516, -0.5750418415409086]
[140, '2023-07-23', '19:30:10', '1690140610.518417', 3.311815e-05, -0.43519070350998845, -0.49783207588386347, -0.5015020852237626, -0.4066185870770056, -0.46328788167021173]
[141, '2023-07-23', '19:46:48', '1690141608.745733', 3.3230049999999995e-05, -0.27458295899907625, -0.42736964534944377, -0.8410777584825695, -0.456703055326912, -0.802734436322524]
[142, '2023-07-23', '20:33:29', '1690144409.972151', 3.3180960000000004e-05, -0.12644958942978235, -0.27901056746995323, -0.38975866787464497, -0.30830064386545075, -0.6254529788461127]
[143, '2023-07-23', '20:49:25', '1690145365.772796', 3.317181e-05, 0.018722032539756128, -0.3351866860615047, -0.36207513214176856, -0.4968001975761638, -0.5977044479188436]
[144, '2023-07-23', '21:36:37', '1690148197.558609', 3.3308329999999996e-05, -0.3927551846551154, -0.7481204296944384, -0.4971042363722802, -0.910399068514252, -0.47982441798259856]
[145, '2023-07-24', '03:04:56', '1690167896.759292', 3.3576880000000006e-05, 0.02227941656559551, -0.2781094601431988, -0.588230804004013, -0.4837846765453122, -0.7720879628674879]
[146, '2023-07-24', '03:53:33', '1690170813.962475', 3.36311e-05, -0.13916476794568666, -0.44003871309726605, -0.4787072700300854, -0.6460460541706823, -0.624480472798254]
[147, '2023-07-24', '04:07:46', '1690171666.922602', 3.368908e-05, -0.49195211386255266, -0.6330897807154798, -0.6519325123658035, -0.7799820050468895, -0.7979570280644595]
[148, '2023-07-24', '04:56:07', '1690174567.307724', 3.355339e-05, -0.08719920929138425, -0.2277684139003071, -0.470142781346226, -0.3740689982724348, -0.6886817522211999]
[149, '2023-07-24', '05:10:40', '1690175440.127306', 3.353899e-05, -0.1325300213470797, -0.3272023156011983, -0.4270243347138063, -0.505920054125923, -0.6454695159245745]
[150, '2023-07-24', '05:58:40', '1690178320.671337', 3.354774e-05, -0.15865363561475476, -0.35337671799858583, -0.39287029933454676, -0.5321410822628536, -0.608960033275693]
[151, '2023-07-24', '06:13:46', '1690179226.055314', 3.355094e-05, -0.017369444933819977, -0.23729566301612692, -0.4024464193640256, -0.5061316275345433, -0.6185567653389086]
[152, '2023-07-24', '07:01:12', '1690182072.207174', 3.356601e-05, -0.06229402104212056, -0.2823190228874637, -0.43612342400008686, -0.5512757398493449, -0.6177995198837465]
[153, '2023-07-24', '07:16:55', '1690183015.444019', 3.358995e-05, -0.370011805431389, -0.49680229858758196, -0.5077566265991038, -0.6325012275370909, -0.6895622977803839]
[154, '2023-07-24', '08:03:42', '1690185822.139698', 3.350847e-05, -0.12654170315654767, -0.25302463737375547, -0.4154861714429643, -0.3883943979639497, -0.6030184883615277]
[155, '2023-07-24', '08:20:12', '1690186812.559278', 3.351585e-05, 0.005150133737885199, -0.2062090725085426, -0.4376019615087472, -0.5146024441080783, -0.625175581074032]
